Fecha;Cierre;Apertura
22-jul-2014;21.93;21.9
21-jul-2014;21.82;21.98
18-jul-2014;21.98;22
17-jul-2014;22.09;22.25
16-jul-2014;22.29;22.04
15-jul-2014;21.93;22.1
14-jul-2014;22.11;22.1
11-jul-2014;22.09;22.27
10-jul-2014;22.21;22.43
09-jul-2014;22.42;22.52
08-jul-2014;22.35;22.58
07-jul-2014;22.62;22.82
04-jul-2014;22.89;22.95
03-jul-2014;22.92;22.34
02-jul-2014;22.42;22.45
01-jul-2014;22.49;22.52
30-jun-2014;22.48;22.43
27-jun-2014;22.46;22.59
26-jun-2014;22.47;22.4
25-jun-2014;22.34;22.4
24-jun-2014;22.5;22.5
23-jun-2014;22.5;22.49
20-jun-2014;22.5;22.54
19-jun-2014;22.6;22.48
18-jun-2014;22.24;22.15
17-jun-2014;22.13;22.08
16-jun-2014;22.06;22.11
13-jun-2014;22.25;22.24
12-jun-2014;22.25;22.51
11-jun-2014;22.3;22.16
10-jun-2014;22.05;21.7
09-jun-2014;21.75;21.5
06-jun-2014;21.5;21.25
05-jun-2014;21.28;21.05
04-jun-2014;21.11;21.26
03-jun-2014;21.27;21.3
02-jun-2014;21.22;21.3
30-may-2014;21.3;21.2
29-may-2014;21.33;21.23
28-may-2014;21.33;21.16
27-may-2014;21.21;21.17
26-may-2014;21.24;20.99
23-may-2014;20.96;21.01
22-may-2014;21;20.88
21-may-2014;20.87;20.6
20-may-2014;20.73;21
19-may-2014;21.09;21.51
16-may-2014;21.46;21.26
15-may-2014;21.27;21.61
14-may-2014;21.56;21.5
13-may-2014;21.51;21.57
12-may-2014;21.54;21.42
09-may-2014;21.41;21.36
08-may-2014;21.35;21.12
07-may-2014;21.11;20.99
06-may-2014;21.09;21.21
05-may-2014;21.22;21.32
02-may-2014;21.29;21.5
30-abr-2014;21.63;21.49
29-abr-2014;21.56;21.55
28-abr-2014;21.54;21.6
25-abr-2014;21.41;21.42
24-abr-2014;21.53;21.58
23-abr-2014;21.45;21.44
22-abr-2014;21.48;21.39
17-abr-2014;21.23;21.22
16-abr-2014;21.24;21.43
15-abr-2014;21.18;21.24
14-abr-2014;21.23;20.93
11-abr-2014;21.07;21.34
10-abr-2014;21.6;21.76
09-abr-2014;21.78;21.9
08-abr-2014;21.9;22.23
07-abr-2014;22.26;22.62
04-abr-2014;22.71;22.49
03-abr-2014;22.42;22.17
02-abr-2014;22.04;22
01-abr-2014;21.94;21.85
31-mar-2014;21.78;22.11
28-mar-2014;22;22.23
27-mar-2014;22.08;22.07
26-mar-2014;22.06;22.02
25-mar-2014;21.96;21.77
24-mar-2014;21.6;21.71
21-mar-2014;21.65;21.51
20-mar-2014;21.42;21.34
19-mar-2014;21.62;21.26
18-mar-2014;20.62;20.67
17-mar-2014;20.67;20.36
14-mar-2014;20.33;20.33
13-mar-2014;20.42;20.71
12-mar-2014;20.67;20.86
11-mar-2014;20.95;21.07
10-mar-2014;20.97;20.93
07-mar-2014;21.14;21.48
06-mar-2014;21.39;21.21
05-mar-2014;21.21;21.06
04-mar-2014;21.14;20.85
03-mar-2014;20.63;20.45
28-feb-2014;20.86;20.78
27-feb-2014;20.7;20.65
26-feb-2014;21.01;21.11
25-feb-2014;21.11;21.2
24-feb-2014;21.23;21.09
21-feb-2014;21.2;21.26
20-feb-2014;21.14;20.74
19-feb-2014;20.93;20.99
18-feb-2014;21.03;21.34
17-feb-2014;21.91;22.2
14-feb-2014;22.27;22.18
13-feb-2014;22.17;22.16
12-feb-2014;22.23;22.25
11-feb-2014;22.17;22.18
10-feb-2014;22;22.43
07-feb-2014;22.3;22.07
06-feb-2014;21.93;21.78
05-feb-2014;21.6;21.52
04-feb-2014;21.58;21.63
03-feb-2014;21.64;22.2
31-ene-2014;22.14;22.21
30-ene-2014;22.27;22.47
29-ene-2014;22.44;22.33
28-ene-2014;22.27;22.48
27-ene-2014;22.24;22.8
24-ene-2014;22.63;23.36
23-ene-2014;23.33;23.38
22-ene-2014;23.77;24.12
21-ene-2014;23.98;24
20-ene-2014;23.98;23.71
17-ene-2014;23.78;23.97
16-ene-2014;23.9;23.97
15-ene-2014;23.91;23.78
14-ene-2014;23.7;23.44
13-ene-2014;23.58;23.64
10-ene-2014;23.7;23.85
09-ene-2014;23.67;23.71
08-ene-2014;23.73;23.89
07-ene-2014;23.89;23.63
06-ene-2014;23.66;23.66
03-ene-2014;23.78;23.72
02-ene-2014;23.72;23.9
31-dic-2013;23.96;23.88
30-dic-2013;23.81;23.88
27-dic-2013;23.8;23.58
24-dic-2013;23.57;23.38
23-dic-2013;23.37;23.35
20-dic-2013;23.2;23.19
19-dic-2013;23.17;22.73
18-dic-2013;22.6;22.57
17-dic-2013;22.42;22.48
16-dic-2013;22.65;22.2
13-dic-2013;22.19;22.11
12-dic-2013;22.18;22.5
11-dic-2013;22.59;23.15
10-dic-2013;22.85;23.2
09-dic-2013;23.19;22.72
06-dic-2013;22.73;22.85
05-dic-2013;22.83;23.04
04-dic-2013;23.15;23.03
03-dic-2013;23.02;23.27
02-dic-2013;23.2;23.53
29-nov-2013;23.47;23.43
28-nov-2013;23.4;23.34
27-nov-2013;23.18;23.2
26-nov-2013;23.12;23.18
25-nov-2013;23.1;23.19
22-nov-2013;23.13;22.96
21-nov-2013;23;22.92
20-nov-2013;23.08;23
19-nov-2013;23.15;23.5
18-nov-2013;23.66;23.58
15-nov-2013;23.56;23.69
14-nov-2013;23.7;23.44
13-nov-2013;23.17;23
12-nov-2013;23.11;23.21
11-nov-2013;23.29;23.24
08-nov-2013;23.23;23.25
07-nov-2013;23.4;23.92
06-nov-2013;23.9;23.82
05-nov-2013;23.71;23.91
04-nov-2013;23.78;23.76
01-nov-2013;23.9;24.2
31-oct-2013;24.2;23.88
30-oct-2013;23.9;23.93
29-oct-2013;23.93;23.73
28-oct-2013;23.85;23.71
25-oct-2013;23.67;23.53
24-oct-2013;23.56;23.57
23-oct-2013;23.48;23.49
22-oct-2013;23.55;23.52
21-oct-2013;23.53;23.7
18-oct-2013;23.67;23.3
17-oct-2013;23.2;23.01
16-oct-2013;22.96;22.86
15-oct-2013;22.98;22.87
14-oct-2013;22.8;22.81
11-oct-2013;22.91;22.92
10-oct-2013;22.82;22.72
09-oct-2013;22.6;22.35
08-oct-2013;22.27;22.39
07-oct-2013;22.36;22.44
04-oct-2013;22.57;22.58
03-oct-2013;22.6;22.6
02-oct-2013;22.6;22.8
01-oct-2013;22.87;22.76
30-sep-2013;22.78;22.48
27-sep-2013;22.74;22.93
26-sep-2013;22.84;22.91
25-sep-2013;22.9;22.69
24-sep-2013;22.65;22.7
23-sep-2013;22.61;22.48
20-sep-2013;22.48;22.61
19-sep-2013;22.67;22.59
18-sep-2013;22.22;22.4
17-sep-2013;22.04;22.05
16-sep-2013;22.13;22.25
13-sep-2013;22;21.64
12-sep-2013;21.52;21.41
11-sep-2013;21.41;21.53
10-sep-2013;21.62;21.24
09-sep-2013;21.11;21.12
06-sep-2013;21.11;20.77
05-sep-2013;20.76;20.83
04-sep-2013;20.9;20.69
03-sep-2013;20.57;20.4
02-sep-2013;20.4;20.21
30-ago-2013;20.03;20.06
29-ago-2013;20.13;20.05
28-ago-2013;19.956;20.04
27-ago-2013;20.08;20.35
26-ago-2013;20.6;20.35
23-ago-2013;20.47;20.67
22-ago-2013;20.7;20.17
21-ago-2013;20.08;20.27
20-ago-2013;20.22;20.5
19-ago-2013;20.54;20.56
16-ago-2013;20.55;20.84
15-ago-2013;20.78;20.7
14-ago-2013;20.75;20.78
13-ago-2013;20.79;20.81
12-ago-2013;20.69;20.65
09-ago-2013;20.64;20.7
08-ago-2013;20.69;20.81
07-ago-2013;20.75;20.8
06-ago-2013;20.75;20.6
05-ago-2013;20.53;20.65
02-ago-2013;20.58;20.46
01-ago-2013;20.37;20.19
31-jul-2013;20.04;20.59
30-jul-2013;20.59;20.4
29-jul-2013;20.3;20.15
26-jul-2013;19.97;19.918
25-jul-2013;19.84;19.69
24-jul-2013;19.776;19.6
23-jul-2013;19.546;19.568
22-jul-2013;19.568;19.68
19-jul-2013;19.606;19.702
18-jul-2013;19.718;19.542
17-jul-2013;19.604;19.628
16-jul-2013;19.512;19.812
15-jul-2013;19.832;19.618
12-jul-2013;19.5;19.994
11-jul-2013;19.966;19.92
10-jul-2013;19.72;19.422
09-jul-2013;19.48;19.77
08-jul-2013;19.74;19.474
05-jul-2013;19.378;19.772
04-jul-2013;19.76;19.352
03-jul-2013;19.192;19.036
02-jul-2013;19.232;19.482
01-jul-2013;19.518;19.144
28-jun-2013;18.968;19.266
27-jun-2013;19.252;19.2
26-jun-2013;19.2;19.07
25-jun-2013;18.842;18.546
24-jun-2013;18.35;18.452
21-jun-2013;18.544;19.128
20-jun-2013;19.06;19.302
19-jun-2013;19.566;19.632
18-jun-2013;19.544;19.534
17-jun-2013;19.54;19.5
14-jun-2013;19.53;19.64
13-jun-2013;19.898;20.24
12-jun-2013;20.26;19.28
11-jun-2013;19.568;19.82
10-jun-2013;20;20.08
07-jun-2013;20.01;19.7
06-jun-2013;19.698;19.94
05-jun-2013;19.822;19.384
04-jun-2013;19.584;19.6
03-jun-2013;19.444;19.12
31-may-2013;19.164;19.628
30-may-2013;19.66;19.5
29-may-2013;19.458;19.63
28-may-2013;19.722;19.63
27-may-2013;19.666;19.66
24-may-2013;19.55;19.9
23-may-2013;19.81;19.7
22-may-2013;20.18;20.37
21-may-2013;20.36;20.34
20-may-2013;20.41;20.86
17-may-2013;20.94;20.65
16-may-2013;20.56;21.14
15-may-2013;21.1;20.87
14-may-2013;20.87;20.73
13-may-2013;20.67;20.69
10-may-2013;20.6;20.52
09-may-2013;20.4;20.58
08-may-2013;20.75;20.36
07-may-2013;20.31;20.71
06-may-2013;20.56;20.68
03-may-2013;20.68;20.31
02-may-2013;20.12;20.2
30-abr-2013;20.41;20.5
29-abr-2013;20.45;20.36
26-abr-2013;20.25;20.11
25-abr-2013;20.23;20.2
24-abr-2013;20.11;19.874
23-abr-2013;19.914;19.484
22-abr-2013;19.404;19.686
19-abr-2013;19.394;18.724
18-abr-2013;18.57;18.868
17-abr-2013;18.898;19.814
16-abr-2013;19.702;20.04
15-abr-2013;20.15;20.12
12-abr-2013;20.23;20.11
11-abr-2013;20.13;19.966
10-abr-2013;19.964;19.98
09-abr-2013;19.95;20.24
08-abr-2013;20.19;20.18
05-abr-2013;20.21;20.57
04-abr-2013;20.54;21.03
03-abr-2013;20.93;20.87
02-abr-2013;20.86;20.55
28-mar-2013;20.68;20.32
27-mar-2013;20.22;20.43
26-mar-2013;20.32;20.13
25-mar-2013;20.18;20.35
22-mar-2013;20.21;20.22
21-mar-2013;20.23;20.62
20-mar-2013;20.62;20.56
19-mar-2013;20.36;20.6
18-mar-2013;20.63;20.2
15-mar-2013;20.46;20.54
14-mar-2013;20.77;21.02
13-mar-2013;21.13;21.2
12-mar-2013;21.69;21.3
11-mar-2013;21.42;21.71
08-mar-2013;21.71;21.31
07-mar-2013;21.32;21.26
06-mar-2013;21.22;21.6
05-mar-2013;21.52;20.99
04-mar-2013;20.8;20.7
01-mar-2013;20.87;20.66
28-feb-2013;20.53;20.27
27-feb-2013;20.26;20.09
26-feb-2013;20.21;19.8
25-feb-2013;20.72;20.91
22-feb-2013;20.44;20.01
21-feb-2013;19.946;20.12
20-feb-2013;20.13;20.52
19-feb-2013;20.49;20.4
18-feb-2013;20.47;20.6
15-feb-2013;20.7;20.72
14-feb-2013;20.77;20.97
13-feb-2013;21.08;21.12
12-feb-2013;21.11;20.43
11-feb-2013;20.42;20.76
08-feb-2013;20.84;20.6
07-feb-2013;20.61;20.75
06-feb-2013;20.7;20.91
05-feb-2013;20.82;20.06
04-feb-2013;20.18;20.2
01-feb-2013;20.25;20.64
31-ene-2013;20.64;21.13
30-ene-2013;21.13;20.69
29-ene-2013;20.62;21.05
28-ene-2013;21.01;21.6
25-ene-2013;21.47;21.41
24-ene-2013;21.49;21.48
23-ene-2013;21.48;21.45
22-ene-2013;21.5;21.26
21-ene-2013;21.23;21.25
18-ene-2013;21.13;21.16
17-ene-2013;21.09;20.92
16-ene-2013;20.89;21.19
15-ene-2013;20.94;20.76
14-ene-2013;20.85;21.16
11-ene-2013;21.11;21.03
10-ene-2013;21.08;21.06
09-ene-2013;21.11;21.2
08-ene-2013;21.12;20.67
07-ene-2013;20.66;21.3
04-ene-2013;21.32;21.52
03-ene-2013;21.5;21.9
02-ene-2013;21.86;21.96
31-dic-2012;21.1;21.1
28-dic-2012;20.87;21.57
27-dic-2012;21.59;21.64
24-dic-2012;21.53;21.4
21-dic-2012;21.14;21.5
20-dic-2012;21.57;21.69
19-dic-2012;21.69;21.64
18-dic-2012;21.65;21.22
17-dic-2012;21.13;20.64
14-dic-2012;20.7;20.72
13-dic-2012;20.64;20.96
12-dic-2012;20.77;20.54
11-dic-2012;20.72;20.1
10-dic-2012;20.16;20.14
07-dic-2012;20.16;20.12
06-dic-2012;19.984;19.864
05-dic-2012;19.734;20.29
04-dic-2012;20.15;20.71
03-dic-2012;20.74;21.04
30-nov-2012;21.08;21.19
29-nov-2012;21.13;20.91
28-nov-2012;20.79;20.51
27-nov-2012;20.5;20.85
26-nov-2012;20.6;20.41
23-nov-2012;20.49;20.6
22-nov-2012;20.6;20.34
21-nov-2012;20.23;20.21
20-nov-2012;20.3;20.22
19-nov-2012;20.29;19.868
16-nov-2012;19.7;20.12
15-nov-2012;19.926;19.9
14-nov-2012;19.96;20.1
13-nov-2012;19.98;19.722
12-nov-2012;19.73;20
09-nov-2012;20;19.404
08-nov-2012;19.436;19.65
07-nov-2012;19.57;20.04
06-nov-2012;19.976;20
05-nov-2012;20;20.26
02-nov-2012;20.48;20
01-nov-2012;19.89;19.796
31-oct-2012;19.688;19.72
30-oct-2012;19.704;19.586
29-oct-2012;19.51;19.376
26-oct-2012;19.464;19.296
25-oct-2012;19.386;19.18
24-oct-2012;19.18;19.222
23-oct-2012;19.13;19.618
22-oct-2012;19.52;19.548
19-oct-2012;19.482;19.892
18-oct-2012;19.942;19.98
17-oct-2012;19.826;19.832
16-oct-2012;19.7;19.606
15-oct-2012;19.34;19.46
12-oct-2012;19.458;19.552
11-oct-2012;19.6;19.634
10-oct-2012;19.724;19.802
09-oct-2012;19.802;20.2
08-oct-2012;20.13;20.19
05-oct-2012;19.992;19.96
04-oct-2012;19.87;19.472
03-oct-2012;19.354;19.498
02-oct-2012;19.63;19.548
01-oct-2012;19.594;19.316
28-sep-2012;19.326;19.4
27-sep-2012;19.228;19.79
26-sep-2012;19.78;19.842
25-sep-2012;19.94;19.66
24-sep-2012;19.52;19.634
21-sep-2012;19.876;19.558
20-sep-2012;19.116;19
19-sep-2012;19.062;19.08
18-sep-2012;18.388;18.3
17-sep-2012;18.27;17.764
14-sep-2012;17.898;17.786
13-sep-2012;17.438;17.36
12-sep-2012;17.34;18
11-sep-2012;17.88;17.89
10-sep-2012;17.8;17.908
07-sep-2012;17.826;18.8
06-sep-2012;19.114;18.198
05-sep-2012;18.136;17.8
04-sep-2012;17.79;18.194
03-sep-2012;17.87;18.066
31-ago-2012;17.682;17.324
30-ago-2012;17.324;17.38
29-ago-2012;17.418;17.482
28-ago-2012;17.414;17.764
27-ago-2012;17.694;17.45
24-ago-2012;17.436;17.152
23-ago-2012;17.228;17.52
22-ago-2012;17.406;17.898
21-ago-2012;17.894;17.364
20-ago-2012;17.242;17.546
17-ago-2012;17.412;17.38
16-ago-2012;17.3;17.06
15-ago-2012;17.026;17.094
14-ago-2012;17.094;17.462
13-ago-2012;17.294;17.598
10-ago-2012;17.188;17.4
09-ago-2012;17.5;17.802
08-ago-2012;17.7;18.114
07-ago-2012;18.12;17.844
06-ago-2012;17.796;17.294
03-ago-2012;17.142;16.258
02-ago-2012;16.258;16.526
01-ago-2012;16.606;16.98
31-jul-2012;16.766;17.326
30-jul-2012;17.31;16.734
27-jul-2012;16.62;16.534
26-jul-2012;16.368;16.334
25-jul-2012;16.018;15.6
24-jul-2012;15.58;16.026
23-jul-2012;15.928;15.864
20-jul-2012;16.014;16.516
19-jul-2012;16.598;16.314
18-jul-2012;16.298;16.2
17-jul-2012;16.284;16.15
16-jul-2012;16.102;16.04
13-jul-2012;16.158;15.89
12-jul-2012;15.9;16.012
11-jul-2012;16.16;15.87
10-jul-2012;15.988;15.878
09-jul-2012;15.788;15.94
06-jul-2012;15.934;16.09
05-jul-2012;16.082;16.4
04-jul-2012;16.362;16.53
03-jul-2012;16.486;16.456
02-jul-2012;16.272;16.372
29-jun-2012;16.306;15.93
28-jun-2012;15.634;15.698
27-jun-2012;15.692;15.648
26-jun-2012;15.53;15.35
25-jun-2012;15.442;15.392
22-jun-2012;15.378;15.338
21-jun-2012;15.454;15.448
20-jun-2012;15.556;15.56
19-jun-2012;15.6;15.174
18-jun-2012;15.126;15.292
15-jun-2012;15.22;15.344
14-jun-2012;15.328;15.038
13-jun-2012;15.08;14.4
12-jun-2012;13.516;13.552
11-jun-2012;13.476;14
08-jun-2012;13.48;13.4
07-jun-2012;13.47;13.332
06-jun-2012;13.312;13.186
05-jun-2012;13.066;13.126
04-jun-2012;13.004;12.894
01-jun-2012;13.004;13.368
31-may-2012;13.276;13.332
30-may-2012;13.35;13.644
29-may-2012;13.816;13.896
28-may-2012;13.8;13.9
25-may-2012;13.812;13.75
24-may-2012;13.76;13.656
23-may-2012;13.558;13.516
22-may-2012;13.68;13.44
21-may-2012;13.298;13.394
18-may-2012;13.432;13.42
17-may-2012;13.5;13.526
16-may-2012;13.52;13.604
15-may-2012;13.788;13.68
14-may-2012;13.494;13.584
11-may-2012;13.736;13.562
10-may-2012;13.548;13.542
09-may-2012;13.512;13.522
08-may-2012;13.506;13.604
07-may-2012;13.6;13.43
04-may-2012;13.492;13.828
03-may-2012;13.814;13.672
02-may-2012;13.51;13.8
30-abr-2012;13.59;13.728
27-abr-2012;13.672;13.526
26-abr-2012;13.64;13.528
25-abr-2012;13.528;13.742
24-abr-2012;13.726;13.754
23-abr-2012;13.65;13.82
20-abr-2012;13.94;13.764
19-abr-2012;13.762;13.934
18-abr-2012;13.864;14.266
17-abr-2012;14.27;13.958
16-abr-2012;13.948;13.738
13-abr-2012;13.762;14.054
12-abr-2012;14.164;14.144
11-abr-2012;13.978;13.874
10-abr-2012;13.908;14.228
05-abr-2012;14.328;14.28
04-abr-2012;14.24;14.56
03-abr-2012;14.6;14.946
02-abr-2012;14.702;14.48
30-mar-2012;14.364;14.19
29-mar-2012;14.174;14.23
28-mar-2012;14.414;14.394
27-mar-2012;14.382;14.58
26-mar-2012;14.416;14.328
23-mar-2012;14.3;14.48
22-mar-2012;14.318;14.2
21-mar-2012;14.44;14.454
20-mar-2012;14.348;14.45
19-mar-2012;14.306;14.3
16-mar-2012;14.26;14.1
15-mar-2012;14.024;14.014
14-mar-2012;13.956;13.752
13-mar-2012;13.788;13.686
12-mar-2012;13.6;13.546
09-mar-2012;13.522;13.54
08-mar-2012;13.57;13.55
07-mar-2012;13.394;13.21
06-mar-2012;13.324;13.724
05-mar-2012;13.728;13.806
02-mar-2012;13.866;13.844
01-mar-2012;13.814;13.886
29-feb-2012;13.862;13.9
28-feb-2012;13.9;13.846
27-feb-2012;13.81;13.734
24-feb-2012;13.806;13.902
23-feb-2012;13.852;13.786
22-feb-2012;13.754;13.73
21-feb-2012;13.754;13.88
20-feb-2012;13.866;13.682
17-feb-2012;13.642;13.58
16-feb-2012;13.546;13.63
15-feb-2012;13.654;13.636
14-feb-2012;13.624;13.606
13-feb-2012;13.606;13.672
10-feb-2012;13.714;13.528
09-feb-2012;13.548;13.56
08-feb-2012;13.516;13.482
07-feb-2012;13.484;13.582
06-feb-2012;13.49;13.688
03-feb-2012;13.646;13.62
02-feb-2012;13.71;13.648
01-feb-2012;13.576;13.424
31-ene-2012;13.34;13.39
30-ene-2012;13.414;13.332
27-ene-2012;13.422;13.67
26-ene-2012;13.676;13.5
25-ene-2012;13.414;13.496
24-ene-2012;13.454;13.438
23-ene-2012;13.438;13.354
20-ene-2012;13.386;13.322
19-ene-2012;13.234;13.36
18-ene-2012;13.3;13.28
17-ene-2012;13.19;13.186
16-ene-2012;13.012;12.846
13-ene-2012;12.91;13.06
12-ene-2012;12.946;13.154
11-ene-2012;13.084;13.16
10-ene-2012;13.09;12.92
09-ene-2012;12.796;12.66
06-ene-2012;12.61;12.588
05-ene-2012;12.584;12.836
04-ene-2012;12.82;12.78
03-ene-2012;12.78;12.9
02-ene-2012;12.848;12.682
30-dic-2011;12.656;12.674
29-dic-2011;12.626;12.498
28-dic-2011;12.466;12.66
27-dic-2011;12.62;12.702
23-dic-2011;12.62;12.57
22-dic-2011;12.48;12.452
21-dic-2011;12.428;12.634
20-dic-2011;12.548;12.466
19-dic-2011;12.5;12.4
16-dic-2011;12.452;12.908
15-dic-2011;12.842;12.63
14-dic-2011;12.55;12.52
13-dic-2011;12.34;12.624
12-dic-2011;12.508;12.642
09-dic-2011;12.68;12.334
08-dic-2011;12.4;12.69
07-dic-2011;12.65;12.826
06-dic-2011;12.714;12.7
05-dic-2011;12.65;12.814
02-dic-2011;12.71;12.794
01-dic-2011;12.73;12.606
30-nov-2011;12.606;11.988
29-nov-2011;12.058;12.05
28-nov-2011;12.242;12.108
25-nov-2011;12;12.158
24-nov-2011;12.246;12.44
23-nov-2011;12.39;12.714
22-nov-2011;12.832;12.806
21-nov-2011;12.72;12.974
18-nov-2011;13.048;13.05
17-nov-2011;13.086;12.902
16-nov-2011;12.99;13.016
15-nov-2011;13.062;12.976
14-nov-2011;13.094;13.232
11-nov-2011;13.16;12.844
10-nov-2011;12.71;12.64
09-nov-2011;12.848;13.086
08-nov-2011;12.956;12.87
07-nov-2011;12.91;12.782
04-nov-2011;12.978;13.058
03-nov-2011;12.866;12.316
02-nov-2011;12.52;12.8
01-nov-2011;12.788;12.948
31-oct-2011;13.152;13.36
28-oct-2011;13.452;13.742
27-oct-2011;13.66;13.822
26-oct-2011;13.58;13.568
25-oct-2011;13.608;13.674
24-oct-2011;13.674;13.696
21-oct-2011;13.7;13.434
20-oct-2011;13.384;13.004
19-oct-2011;13.1;13.496
18-oct-2011;13.276;13.406
17-oct-2011;13.516;13.526
14-oct-2011;13.442;13.46
13-oct-2011;13.46;13.104
12-oct-2011;13.194;13.164
11-oct-2011;13.244;12.986
10-oct-2011;12.996;12.96
07-oct-2011;12.778;12.646
06-oct-2011;12.618;12
05-oct-2011;12.504;12.476
04-oct-2011;12.184;12.48
03-oct-2011;12.566;12.614
30-sep-2011;12.872;12.942
29-sep-2011;13.054;12.982
28-sep-2011;12.886;12.966
27-sep-2011;13.098;13.32
26-sep-2011;13.04;12.528
23-sep-2011;12.702;12.61
22-sep-2011;12.454;12.36
21-sep-2011;12.73;12.856
20-sep-2011;12.61;12.242
19-sep-2011;12.27;12.2
16-sep-2011;12.596;12.36
15-sep-2011;12.36;12.18
14-sep-2011;12.104;11.616
13-sep-2011;11.722;11.896
12-sep-2011;11.734;11.422
09-sep-2011;11.768;11.8
08-sep-2011;11.92;11.836
07-sep-2011;11.816;11.7
06-sep-2011;11.426;11.5
05-sep-2011;11.578;11.748
02-sep-2011;11.916;11.924
01-sep-2011;12.06;11.966
31-ago-2011;11.86;11.524
30-ago-2011;11.384;11.3
29-ago-2011;11.154;11.146
26-ago-2011;10.966;11.152
25-ago-2011;11.138;11.3
24-ago-2011;11.188;11.14
23-ago-2011;11.138;11.296
22-ago-2011;11.236;10.996
19-ago-2011;11.092;11.47
18-ago-2011;11.52;11.952
17-ago-2011;12.03;11.794
16-ago-2011;11.802;11.862
15-ago-2011;11.836;11.87
12-ago-2011;11.784;11.582
11-ago-2011;11.54;11.348
10-ago-2011;11.104;11.476
09-ago-2011;11.254;11.126
08-ago-2011;11.122;11.4
05-ago-2011;11.458;11.1
04-ago-2011;11.532;12.22
03-ago-2011;12.02;12
02-ago-2011;12.122;12.33
01-ago-2011;12.492;12.69
29-jul-2011;12.628;12.504
28-jul-2011;12.67;12.63
27-jul-2011;12.784;12.728
26-jul-2011;12.832;12.91
25-jul-2011;12.898;12.88
22-jul-2011;12.834;12.776
21-jul-2011;12.69;12.8
20-jul-2011;12.7;12.486
19-jul-2011;12.364;12.61
18-jul-2011;12.424;12.32
15-jul-2011;12.378;12.418
14-jul-2011;12.372;12.342
13-jul-2011;12.456;12.258
12-jul-2011;12.35;12.44
11-jul-2011;12.564;12.79
08-jul-2011;12.86;12.8
07-jul-2011;12.714;12.742
06-jul-2011;12.722;12.86
05-jul-2011;12.784;12.9
04-jul-2011;12.848;12.522
01-jul-2011;12.476;12.568
30-jun-2011;12.61;12.55
29-jun-2011;12.55;12.526
28-jun-2011;12.51;12.508
27-jun-2011;12.516;12.29
24-jun-2011;12.38;12.58
23-jun-2011;12.462;12.41
22-jun-2011;12.51;12.43
21-jun-2011;12.434;12.076
20-jun-2011;12.064;12.072
17-jun-2011;12.116;12.062
16-jun-2011;12.126;12.014
15-jun-2011;12.154;12.392
14-jun-2011;12.35;12.26
13-jun-2011;12.222;12.176
10-jun-2011;12.062;12.128
09-jun-2011;12.166;12.088
08-jun-2011;12.15;12.236
07-jun-2011;12.306;12.29
06-jun-2011;12.33;12.6
03-jun-2011;12.426;12.384
02-jun-2011;12.338;12.33
01-jun-2011;12.508;12.676
31-may-2011;12.634;12.62
30-may-2011;12.57;12.456
27-may-2011;12.52;12.606
26-may-2011;12.538;12.596
25-may-2011;12.45;12.058
24-may-2011;12.12;12.102
23-may-2011;12.176;12.084
20-may-2011;12.22;12.39
19-may-2011;12.518;12.362
18-may-2011;12.336;12.46
17-may-2011;12.348;12.392
16-may-2011;12.4;12.154
13-may-2011;12.34;12.4
12-may-2011;12.282;12.23
11-may-2011;12.336;12.098
10-may-2011;12.056;11.95
09-may-2011;12.006;12.24
06-may-2011;12.356;12.2
05-may-2011;12.2;12.156
04-may-2011;12.188;12.2
03-may-2011;12.048;12.042
02-may-2011;12.042;12.11
29-abr-2011;12.108;12.07
28-abr-2011;12.078;12.012
27-abr-2011;11.94;12.018
26-abr-2011;12.016;11.926
21-abr-2011;11.928;11.946
20-abr-2011;11.948;11.77
19-abr-2011;11.74;11.602
18-abr-2011;11.632;11.816
15-abr-2011;11.858;11.676
14-abr-2011;11.682;11.698
13-abr-2011;11.758;11.7
12-abr-2011;11.79;11.686
11-abr-2011;11.728;11.762
08-abr-2011;11.77;11.784
07-abr-2011;11.75;11.95
06-abr-2011;11.904;11.886
05-abr-2011;11.764;11.744
04-abr-2011;11.71;11.54
01-abr-2011;11.514;11.336
31-mar-2011;11.324;11.4
30-mar-2011;11.418;11.6
29-mar-2011;11.508;11.36
28-mar-2011;11.36;11.356
25-mar-2011;11.356;11.558
24-mar-2011;11.546;11.5
23-mar-2011;11.45;11.1
22-mar-2011;10.8;10.65
21-mar-2011;10.678;10.634
18-mar-2011;10.53;10.35
17-mar-2011;10.316;10.306
16-mar-2011;10.25;10.3
15-mar-2011;10.38;10.374
14-mar-2011;10.448;10.456
11-mar-2011;10.534;10.538
10-mar-2011;10.6;10.404
09-mar-2011;10.452;10.466
08-mar-2011;10.522;10.622
07-mar-2011;10.66;10.466
04-mar-2011;10.454;10.396
03-mar-2011;10.388;10.342
02-mar-2011;10.368;10.45
01-mar-2011;10.474;10.46
28-feb-2011;10.492;10.648
25-feb-2011;10.654;10.63
24-feb-2011;10.63;10.6
23-feb-2011;10.652;10.708
22-feb-2011;10.716;10.68
21-feb-2011;10.764;10.88
18-feb-2011;10.898;10.98
17-feb-2011;10.958;10.916
16-feb-2011;10.874;10.706
15-feb-2011;10.782;10.838
14-feb-2011;10.834;10.73
11-feb-2011;10.726;10.902
10-feb-2011;11.008;11.222
09-feb-2011;11.298;11.3
